blend,models,weights,fold_1_rmse,fold_2_rmse,fold_3_rmse,fold_4_rmse,fold_5_rmse,mean_rmse,std_rmse
Pair_ItemCF_MF,ItemCF_tuned+MF_tuned,1.00+0.00,17.008848,17.104649,17.068610,17.033224,17.001891,17.043444,0.038490
Pair_ItemCF_MFb,ItemCF_tuned+MF_tuned_baseline_ru6_ri10,1.00+0.00,17.008848,17.104649,17.068610,17.033224,17.001891,17.043444,0.038490
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,1.00+0.00+0.00,17.008848,17.104649,17.068610,17.033224,17.001891,17.043444,0.038490
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,1.00+0.00+0.00,17.008848,17.104649,17.068610,17.033224,17.001891,17.043444,0.038490
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.10+0.35+0.55,16.989181,17.088058,17.093600,17.024440,17.022259,17.043508,0.040646
Pair_ItemCF_MFb,ItemCF_tuned+MF_tuned_baseline_ru6_ri10,0.12+0.88,17.039878,17.088288,17.087593,17.006122,16.997075,17.043791,0.038769
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.40+0.05+0.55,16.983488,17.092626,17.088126,17.034730,17.020558,17.043906,0.041494
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.40+0.05+0.55,16.983500,17.092685,17.088767,17.035158,17.021167,17.044255,0.041554
Pair_ItemCF_MF,ItemCF_tuned+MF_tuned,0.14+0.86,17.033445,17.084636,17.093518,17.008217,17.002496,17.044462,0.037991
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.00+0.85+0.15,17.025015,17.083564,17.098950,17.005504,17.011288,17.044864,0.038713
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.00+0.85+0.15,17.025015,17.083564,17.098950,17.005504,17.011288,17.044864,0.038713
Pair_ItemCFb_MF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned,0.13+0.87,17.035517,17.086396,17.093026,17.008134,17.003569,17.045328,0.037908
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.35+0.10+0.55,16.982214,17.091964,17.095006,17.035994,17.022460,17.045527,0.042979
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.10+0.35+0.55,16.990254,17.089492,17.097019,17.026765,17.024359,17.045578,0.041084
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.15+0.30+0.55,16.987095,17.088324,17.098405,17.029428,17.025608,17.045772,0.041707
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.35+0.10+0.55,16.983152,17.092980,17.097117,17.037726,17.024505,17.047096,0.043115
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.11+0.89,17.044372,17.092485,17.089625,17.008566,17.000468,17.047103,0.038820
Pair_ItemCF_MFb,ItemCF_tuned+MF_tuned_baseline_ru6_ri10,0.11+0.89,17.045324,17.093362,17.093091,17.010815,17.002419,17.049002,0.038868
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.05+0.90+0.05,17.043621,17.093837,17.094975,17.009282,17.005872,17.049517,0.038960
Pair_ItemCF_MF,ItemCF_tuned+MF_tuned,0.13+0.87,17.038918,17.089733,17.099157,17.013021,17.007991,17.049764,0.038078
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.05+0.90+0.05,17.044026,17.094189,17.096524,17.010257,17.006717,17.050342,0.039001
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.10+0.35+0.55,16.993882,17.092853,17.102644,17.031810,17.031141,17.050466,0.041091
Pair_ItemCFb_MF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned,0.12+0.88,17.041361,17.091880,17.099257,17.013429,17.009529,17.051091,0.038011
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.00+0.90+0.10,17.042389,17.095211,17.099691,17.010411,17.011075,17.051756,0.039085
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.00+0.90+0.10,17.042389,17.095211,17.099691,17.010411,17.011075,17.051756,0.039085
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.10+0.90,17.050031,17.097782,17.095572,17.013598,17.006128,17.052622,0.038924
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.10+0.90+0.00,17.050031,17.097782,17.095572,17.013598,17.006128,17.052622,0.038924
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.00+0.50+0.50,17.002069,17.092951,17.108096,17.027515,17.033148,17.052756,0.040667
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.00+0.50+0.50,17.002069,17.092951,17.108096,17.027515,17.033148,17.052756,0.040667
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.10+0.35+0.55,16.995648,17.094964,17.106635,17.034810,17.033872,17.053186,0.041530
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.05+0.40+0.55,17.000064,17.097390,17.104864,17.032416,17.032938,17.053534,0.040712
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.45+0.00+0.55,16.992436,17.103480,17.097230,17.046106,17.030489,17.053948,0.041767
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.45+0.00+0.55,16.992436,17.103480,17.097230,17.046106,17.030489,17.053948,0.041767
Pair_ItemCF_MFb,ItemCF_tuned+MF_tuned_baseline_ru6_ri10,0.10+0.90,17.050883,17.098554,17.098709,17.015621,17.007884,17.054330,0.038969
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.10+0.90+0.00,17.050883,17.098554,17.098709,17.015621,17.007884,17.054330,0.038969
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.40+0.05+0.55,16.989281,17.101507,17.103386,17.046441,17.031089,17.054341,0.043511
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.05+0.40+0.55,17.000568,17.098041,17.106541,17.033528,17.033941,17.054524,0.040927
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.40+0.05+0.55,16.989688,17.101960,17.104375,17.047250,17.032043,17.055063,0.043580
Pair_ItemCF_MF,ItemCF_tuned+MF_tuned,0.12+0.88,17.044508,17.094952,17.104920,17.017942,17.013603,17.055185,0.038171
Pair_ItemCFb_MF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned,0.11+0.89,17.047326,17.097485,17.105613,17.018836,17.015603,17.056972,0.038121
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.09+0.91,17.055800,17.103192,17.101634,17.018738,17.011907,17.058254,0.039031
Pair_ItemCF_MFb,ItemCF_tuned+MF_tuned_baseline_ru6_ri10,0.09+0.91,17.056556,17.103863,17.104445,17.020540,17.013469,17.059775,0.039072
Pair_ItemCF_MF,ItemCF_tuned+MF_tuned,0.11+0.89,17.050217,17.100293,17.110807,17.022979,17.019337,17.060727,0.038267
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.05+0.40+0.55,17.006324,17.103657,17.116012,17.041675,17.043982,17.062330,0.041206
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.05+0.90+0.05,17.049752,17.101751,17.114045,17.022621,17.024097,17.062453,0.038536
Pair_ItemCFb_MF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned,0.10+0.90,17.053410,17.103210,17.112093,17.024348,17.021804,17.062973,0.038236
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.10+0.90+0.00,17.053410,17.103210,17.112093,17.024348,17.021804,17.062973,0.038236
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.05+0.40+0.55,17.007224,17.104689,17.118015,17.043172,17.045344,17.063689,0.041420
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.08+0.92,17.061681,17.108714,17.107813,17.023987,17.017802,17.063999,0.039140
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.05+0.90+0.05,17.051049,17.102990,17.116388,17.024466,17.025761,17.064131,0.038620
Pair_ItemCF_MFb,ItemCF_tuned+MF_tuned_baseline_ru6_ri10,0.08+0.92,17.062343,17.109289,17.110300,17.025572,17.019176,17.065336,0.039178
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.45+0.00+0.55,16.999249,17.114058,17.114674,17.059595,17.042760,17.066067,0.044080
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.45+0.00+0.55,16.999249,17.114058,17.114674,17.059595,17.042760,17.066067,0.044080
Pair_ItemCF_MF,ItemCF_tuned+MF_tuned,0.10+0.90,17.056045,17.105756,17.116817,17.028113,17.025197,17.066386,0.038371
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.10+0.90+0.00,17.056045,17.105756,17.116817,17.028113,17.025197,17.066386,0.038371
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.00+0.45+0.55,17.013778,17.109520,17.119090,17.043156,17.046592,17.066427,0.040834
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.00+0.45+0.55,17.013778,17.109520,17.119090,17.043156,17.046592,17.066427,0.040834
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.00+0.90+0.10,17.051271,17.105600,17.121303,17.026333,17.031845,17.067270,0.038924
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.00+0.90+0.10,17.051271,17.105600,17.121303,17.026333,17.031845,17.067270,0.038924
Pair_ItemCFb_MF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned,0.09+0.91,17.059613,17.109043,17.118697,17.029975,17.028129,17.069092,0.038353
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.07+0.93,17.067672,17.114340,17.114108,17.029344,17.023813,17.069856,0.039250
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.20+0.20+0.60,17.009059,17.115719,17.118667,17.057562,17.049858,17.070173,0.041792
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.25+0.15+0.60,17.008447,17.116809,17.118174,17.059609,17.049923,17.070592,0.041976
Pair_ItemCF_MFb,ItemCF_tuned+MF_tuned_baseline_ru6_ri10,0.07+0.93,17.068242,17.114824,17.116274,17.030717,17.025003,17.071012,0.039284
Pair_ItemCF_MF,ItemCF_tuned+MF_tuned,0.09+0.91,17.061990,17.111329,17.122952,17.033362,17.031182,17.072163,0.038476
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.15+0.25+0.60,17.012501,17.117512,17.122133,17.058276,17.052772,17.072639,0.041667
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.25+0.15+0.60,17.009592,17.117957,17.121060,17.061953,17.052830,17.072679,0.042142
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.20+0.20+0.60,17.011020,17.117666,17.122948,17.061106,17.054176,17.073383,0.042016
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.30+0.10+0.60,17.010642,17.120779,17.120653,17.064420,17.052954,17.073889,0.042222
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.20+0.20+0.60,17.011499,17.119180,17.125606,17.062674,17.054519,17.074696,0.042699
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.30+0.10+0.60,17.011190,17.121337,17.122361,17.065773,17.054683,17.075069,0.042331
Pair_ItemCFb_MF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned,0.08+0.92,17.065936,17.114995,17.125425,17.035719,17.034581,17.075331,0.038473
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.06+0.94,17.073774,17.120008,17.120519,17.034811,17.029942,17.075811,0.039348
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.15+0.25+0.60,17.014235,17.119912,17.127240,17.061962,17.056129,17.075896,0.042333
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.25+0.15+0.60,17.011640,17.121462,17.127009,17.066250,17.055974,17.076467,0.043141
Pair_ItemCF_MFb,ItemCF_tuned+MF_tuned_baseline_ru6_ri10,0.06+0.94,17.074255,17.120416,17.122367,17.035975,17.030950,17.076792,0.039380
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.15+0.25+0.60,17.015508,17.120467,17.128024,17.063228,17.058732,17.077192,0.041946
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.00+0.45+0.55,17.021818,17.117404,17.132548,17.054509,17.060014,17.077259,0.041370
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.00+0.45+0.55,17.021818,17.117404,17.132548,17.054509,17.060014,17.077259,0.041370
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.10+0.30+0.60,17.018781,17.122186,17.128570,17.061752,17.058670,17.077992,0.041604
Pair_ItemCF_MF,ItemCF_tuned+MF_tuned,0.08+0.92,17.068054,17.117021,17.129209,17.038728,17.037293,17.078061,0.038583
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.20+0.20+0.60,17.014250,17.121913,17.130582,17.066988,17.059507,17.078648,0.042938
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.25+0.15+0.60,17.013532,17.123347,17.130547,17.069315,17.059507,17.079250,0.043320
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.00+0.95+0.05,17.074669,17.122939,17.127569,17.037117,17.037134,17.079886,0.039526
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.00+0.95+0.05,17.074669,17.122939,17.127569,17.037117,17.037134,17.079886,0.039526
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.35+0.05+0.60,17.015664,17.127626,17.125981,17.071991,17.058725,17.079997,0.042517
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.10+0.30+0.60,17.019873,17.123654,17.131909,17.064109,17.060815,17.080072,0.042038
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.35+0.05+0.60,17.015829,17.127801,17.126721,17.072563,17.059485,17.080480,0.042570
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.15+0.25+0.60,17.017983,17.123603,17.133782,17.067636,17.062718,17.081144,0.042626
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.30+0.10+0.60,17.014657,17.126756,17.131447,17.072686,17.060413,17.081192,0.043664
Pair_ItemCFb_MF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned,0.07+0.93,17.072375,17.121055,17.132278,17.041579,17.041157,17.081689,0.038594
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.05+0.95,17.079986,17.125758,17.127046,17.040385,17.036187,17.081872,0.039442
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.05+0.95+0.00,17.079986,17.125758,17.127046,17.040385,17.036187,17.081872,0.039442
Pair_ItemCF_MFb,ItemCF_tuned+MF_tuned_baseline_ru6_ri10,0.05+0.95,17.080380,17.126084,17.128578,17.041345,17.037018,17.082681,0.039470
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.05+0.95+0.00,17.080380,17.126084,17.128578,17.041345,17.037018,17.082681,0.039470
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.30+0.10+0.60,17.015801,17.127903,17.133677,17.074617,17.062647,17.082929,0.043783
Pair_ItemCF_MF,ItemCF_tuned+MF_tuned,0.07+0.93,17.074233,17.122824,17.135590,17.044210,17.043530,17.084078,0.038692
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.10+0.30+0.60,17.023054,17.126354,17.136285,17.068322,17.066489,17.084101,0.041939
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.05+0.35+0.60,17.027894,17.129730,17.137969,17.067991,17.067549,17.086227,0.041603
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.10+0.30+0.60,17.024739,17.128411,17.140145,17.071246,17.069139,17.086736,0.042385
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.05+0.35+0.60,17.028408,17.130401,17.139610,17.069119,17.068574,17.087222,0.041817
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.04+0.96,17.086308,17.131610,17.133688,17.046068,17.042549,17.088045,0.039538
Pair_ItemCFb_MF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned,0.06+0.94,17.078929,17.127231,17.139254,17.047555,17.047859,17.088166,0.038718
Pair_ItemCF_MFb,ItemCF_tuned+MF_tuned_baseline_ru6_ri10,0.04+0.96,17.086619,17.131861,17.134908,17.046827,17.043206,17.088684,0.039561
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.35+0.05+0.60,17.020570,17.135057,17.138820,17.081982,17.067723,17.088831,0.044244
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.40+0.00+0.60,17.023508,17.137337,17.133940,17.082301,17.067435,17.088904,0.042790
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.40+0.00+0.60,17.023508,17.137337,17.133940,17.082301,17.067435,17.088904,0.042790
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.35+0.05+0.60,17.021080,17.135576,17.139865,17.082890,17.068774,17.089637,0.044304
Pair_ItemCF_MF,ItemCF_tuned+MF_tuned,0.06+0.94,17.080526,17.128743,17.142093,17.049810,17.049892,17.090213,0.038802
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.05+0.35+0.60,17.033655,17.135323,17.147699,17.076343,17.077443,17.094093,0.041997
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.03+0.97,17.092740,17.137574,17.140445,17.051859,17.049026,17.094329,0.039637
Pair_ItemCFb_MF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned,0.05+0.95,17.085598,17.133526,17.146351,17.053648,17.054685,17.094762,0.038845
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.05+0.95+0.00,17.085598,17.133526,17.146351,17.053648,17.054685,17.094762,0.038845
Pair_ItemCF_MFb,ItemCF_tuned+MF_tuned_baseline_ru6_ri10,0.03+0.97,17.092970,17.137754,17.141356,17.052422,17.049514,17.094803,0.039655
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.05+0.35+0.60,17.034514,17.136335,17.149659,17.077795,17.078766,17.095414,0.042222
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.00+0.95+0.05,17.083188,17.133303,17.149551,17.053107,17.058321,17.095494,0.039196
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.00+0.95+0.05,17.083188,17.133303,17.149551,17.053107,17.058321,17.095494,0.039196
Pair_ItemCF_MF,ItemCF_tuned+MF_tuned,0.05+0.95,17.086932,17.134782,17.148718,17.055526,17.056379,17.096467,0.038916
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.05+0.95+0.00,17.086932,17.134782,17.148718,17.055526,17.056379,17.096467,0.038916
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.00+0.40+0.60,17.039837,17.140127,17.150297,17.076990,17.079405,17.097331,0.041660
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.00+0.40+0.60,17.039837,17.140127,17.150297,17.076990,17.079405,17.097331,0.041660
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.40+0.00+0.60,17.029380,17.146361,17.148868,17.094131,17.078082,17.099365,0.044805
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.40+0.00+0.60,17.029380,17.146361,17.148868,17.094131,17.078082,17.099365,0.044805
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.02+0.98,17.099274,17.143648,17.147318,17.057758,17.055620,17.100724,0.039739
Pair_ItemCF_MFb,ItemCF_tuned+MF_tuned_baseline_ru6_ri10,0.02+0.98,17.099426,17.143763,17.147923,17.058130,17.055941,17.101037,0.039752
Pair_ItemCFb_MF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned,0.04+0.96,17.092386,17.139929,17.153566,17.059858,17.061634,17.101475,0.038972
Pair_ItemCF_MF,ItemCF_tuned+MF_tuned,0.04+0.96,17.093455,17.140930,17.155461,17.061359,17.062989,17.102839,0.039030
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.00+0.40+0.60,17.047305,17.147360,17.162276,17.087310,17.091595,17.107169,0.042125
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.00+0.40+0.60,17.047305,17.147360,17.162276,17.087310,17.091595,17.107169,0.042125
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.01+0.99,17.105915,17.149833,17.154306,17.063765,17.062330,17.107230,0.039845
Pair_ItemCF_MFb,ItemCF_tuned+MF_tuned_baseline_ru6_ri10,0.01+0.99,17.105990,17.149888,17.154607,17.063949,17.062489,17.107385,0.039852
Pair_ItemCFb_MF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned,0.03+0.97,17.099292,17.146440,17.160905,17.066183,17.068707,17.108305,0.039101
Pair_ItemCF_MF,ItemCF_tuned+MF_tuned,0.03+0.97,17.100096,17.147190,17.162326,17.067308,17.069723,17.109329,0.039145
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.20+0.15+0.65,17.047777,17.158951,17.161808,17.104027,17.095175,17.113548,0.042766
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.00+1.00,17.112665,17.156129,17.161409,17.069877,17.069156,17.113847,0.039955
Pair_ItemCF_MFb,ItemCF_tuned+MF_tuned_baseline_ru6_ri10,0.00+1.00,17.112665,17.156129,17.161409,17.069877,17.069156,17.113847,0.039955
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.00+1.00+0.00,17.112665,17.156129,17.161409,17.069877,17.069156,17.113847,0.039955
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.00+1.00+0.00,17.112665,17.156129,17.161409,17.069877,17.069156,17.113847,0.039955
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.15+0.20+0.65,17.049501,17.158940,17.163427,17.102982,17.096332,17.114236,0.042558
Pair_ItemCFb_MF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned,0.02+0.98,17.106316,17.153069,17.168366,17.072624,17.075904,17.115256,0.039234
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.25+0.10+0.65,17.048883,17.161819,17.163154,17.107827,17.096988,17.115734,0.043024
Pair_ItemCF_MF,ItemCF_tuned+MF_tuned,0.02+0.98,17.106854,17.153568,17.169314,17.073374,17.076581,17.115938,0.039264
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.20+0.15+0.65,17.049388,17.160497,17.165042,17.106741,17.098418,17.116017,0.042935
