name,status,rmse,train_seconds,predict_seconds,memory_mb,error
MF_f3_lr0.0015_reg0.2,ok,17.400166019092925,10.406449545000214,0.017832033000104275,0.9191360473632812,
MF_f3_lr0.0015_reg0.3,ok,17.479146745349656,10.870759171999907,0.015398903000004793,0.9191360473632812,
MF_f3_lr0.002_reg0.15,ok,17.266677968556866,10.05052406699997,0.024881665000066278,0.9191360473632812,
MF_f3_lr0.002_reg0.2,ok,17.247507908632397,10.494400434,0.01925707100008367,0.9191360473632812,
MF_f3_lr0.002_reg0.3,ok,17.245503643231054,9.941706090000025,0.034429562000241276,0.9191360473632812,
MF_f3_lr0.0025_reg0.15,ok,17.397139189531188,10.073633213999983,0.017196651000176644,0.9191360473632812,
MF_f3_lr0.0025_reg0.2,ok,17.351491861840763,10.336465636999947,0.015377779999653285,0.9191360473632812,
MF_f3_lr0.0025_reg0.3,ok,17.285418501990726,10.118095641999844,0.017279174999657698,0.9191360473632812,
MF_f4_lr0.0015_reg0.15,ok,17.335576072952776,10.869699315000162,0.027101859000140394,0.9535865783691406,
MF_f4_lr0.0015_reg0.2,ok,17.369437891329856,12.200120032000086,0.03863238099984301,0.9535865783691406,
MF_f4_lr0.0015_reg0.3,ok,17.439056190490007,14.932955589999892,0.0404666599997654,0.9535865783691406,
MF_f4_lr0.002_reg0.15,ok,17.3058899857018,15.348120929000288,0.040305164000074,0.9535865783691406,
MF_f4_lr0.002_reg0.2,ok,17.258045059373583,15.301217749999978,0.042861745999744016,0.9535865783691406,
MF_f4_lr0.002_reg0.3,ok,17.2104192810981,15.843768571000055,0.03971217899970725,0.9535865783691406,
MF_f4_lr0.0025_reg0.15,ok,17.491638352044756,13.667637218999971,0.01947130999997171,0.9535865783691406,
MF_f4_lr0.0025_reg0.2,ok,17.43136371113509,10.752889820999826,0.03571013999999195,0.9535865783691406,
MF_f4_lr0.0025_reg0.3,ok,17.326567561058134,11.108444751999741,0.028780275999906735,0.9535865783691406,
MF_f5_lr0.0015_reg0.15,ok,17.276610715515442,11.0146437100002,0.02839841900004103,0.988037109375,
MF_f5_lr0.0015_reg0.2,ok,17.30774720134434,10.438752487999864,0.015918541999781155,0.988037109375,
MF_f5_lr0.0015_reg0.3,ok,17.382631515527933,11.699456028999975,0.03368851699997322,0.988037109375,
MF_f5_lr0.002_reg0.15,ok,17.204384816555677,10.651589162000164,0.01889577600013581,0.988037109375,
MF_f5_lr0.002_reg0.2,ok,17.16971890712343,11.319937707999998,0.03857205199983582,0.988037109375,
MF_f5_lr0.002_reg0.3,ok,17.147778947115796,12.3785372010002,0.031153175000326883,0.988037109375,
MF_f5_lr0.0025_reg0.15,ok,17.396953949523652,11.495084958999996,0.04381635700019615,0.988037109375,
MF_f5_lr0.0025_reg0.2,ok,17.32522868176309,9.467337379000128,0.023523516999830463,0.988037109375,
MF_f5_lr0.0025_reg0.3,ok,17.214254812785725,10.641961498,0.02901786800021,0.988037109375,
MF_f6_lr0.0015_reg0.15,ok,17.31515870694574,10.233110682000188,0.026142981000248255,1.0224876403808594,
MF_f6_lr0.0015_reg0.2,ok,17.34350542253802,16.035918349999974,0.022240595999846846,1.0224876403808594,
MF_f6_lr0.0015_reg0.3,ok,17.4184870280196,16.29548233000014,0.0510330009997233,1.0224876403808594,
MF_f6_lr0.002_reg0.15,ok,17.326541290389248,17.31665061800004,0.02833880800017141,1.0224876403808594,
MF_f6_lr0.002_reg0.2,ok,17.271217073391803,20.75098398,0.06497037200006162,1.0224876403808594,
MF_f6_lr0.002_reg0.3,ok,17.21359659998753,15.81790806700019,0.02499650300023859,1.0224876403808594,
MF_f6_lr0.0025_reg0.15,ok,17.602954117238752,16.499794078999912,0.07097680100014259,1.0224876403808594,
MF_f6_lr0.0025_reg0.2,ok,17.515790804853705,16.106456208000054,0.05230288600023414,1.0224876403808594,
MF_f6_lr0.0025_reg0.3,ok,17.369391137782646,16.963234703000126,0.034690316999785864,1.0224876403808594,
MF_f8_lr0.0015_reg0.15,ok,17.269568321127196,15.782982022000397,0.025552863000029902,1.0913887023925781,
MF_f8_lr0.0015_reg0.2,ok,17.307478292078986,15.024972235000405,0.029124890999810304,1.0913887023925781,
MF_f8_lr0.0015_reg0.3,ok,17.400523422418555,16.398969732000296,0.04234730699954525,1.0913887023925781,
MF_f8_lr0.002_reg0.15,ok,17.185498423832804,15.318693008000082,0.02165741600038018,1.0913887023925781,
MF_f8_lr0.002_reg0.2,ok,17.149071873657483,16.702602803000445,0.061043105999488034,1.0913887023925781,
MF_f8_lr0.002_reg0.3,ok,17.131262783112298,14.766246914000476,0.03089690800061362,1.0913887023925781,
MF_f8_lr0.0025_reg0.15,ok,17.44649152834238,15.917535503000181,0.04022130999965157,1.0913887023925781,
MF_f8_lr0.0025_reg0.2,ok,17.35886831296507,16.122898114000236,0.032761188999756996,1.0913887023925781,
MF_f8_lr0.0025_reg0.3,ok,17.22070244594696,15.909909793000224,0.030548340000677854,1.0913887023925781,
